он,сар,аймаг,аи92_үнэ,аи92_евро5_үнэ,аи95_үнэ,дизель_үнэ,дизель_евро5_үнэ
2025,1,Өмнөговь,2530.0,2550.0,3990.0,,
2025,1,Сүхбаатар,2530.0,2570.0,4070.0,,
2025,1,Сэлэнгэ,2480.0,2500.0,4030.0,,
2025,1,Төв,2470.0,2440.0,3980.0,,
2025,1,Увс,2880.0,2900.0,4200.0,,
2025,1,Улаанбаатар,2370.0,2390.0,,,
2025,1,Ховд,2800.0,2800.0,4200.0,,
2025,1,Хөвсгөл,2570.0,2590.0,4080.0,,
2025,1,Хэнтий,2500.0,2520.0,3970.0,,
2025,2,Архангай,2480.0,2500.0,4040.0,,
2025,2,Баян-Өлгий,2680.0,2800.0,4250.0,,
2025,2,Баянхонгор,2510.0,2530.0,4050.0,,
2025,2,Булган,2470.0,2520.0,4080.0,,
2025,2,Говь-Алтай,2780.0,2800.0,4150.0,,
2025,2,Говьсүмбэр,2460.0,2480.0,4010.0,,
2025,2,Дархан-Уул,2450.0,2470.0,4020.0,,
2025,2,Дорноговь,2510.0,2520.0,4030.0,,
2025,2,Дорнод,2510.0,2530.0,4030.0,,
2025,2,Дундговь,2510.0,2530.0,4010.0,,
2025,2,Завхан,2870.0,2890.0,4200.0,,
2025,2,Орхон,2470.0,2490.0,4040.0,,
2025,2,Өвөрхангай,2450.0,2470.0,4030.0,,
2025,2,Өмнөговь,2530.0,2550.0,3990.0,,
2025,2,Сүхбаатар,2530.0,2570.0,4070.0,,
2025,2,Сэлэнгэ,2480.0,2500.0,4030.0,,
2025,2,Төв,2470.0,2440.0,3980.0,,
2025,2,Увс,2880.0,2900.0,4200.0,,
2025,2,Улаанбаатар,2370.0,2390.0,,,
2025,2,Ховд,2800.0,2800.0,4200.0,,
2025,2,Хөвсгөл,2570.0,2590.0,4080.0,,
2025,2,Хэнтий,2500.0,2520.0,3970.0,,
2025,3,Архангай,2480.0,2500.0,4040.0,,
2025,3,Баян-Өлгий,2680.0,2800.0,4250.0,,
2025,3,Баянхонгор,2510.0,2530.0,4050.0,,
2025,3,Булган,2470.0,2520.0,4080.0,,
2025,3,Говь-Алтай,2780.0,2800.0,4150.0,,
2025,3,Говьсүмбэр,2460.0,2480.0,4010.0,,
2025,3,Дархан-Уул,2450.0,2470.0,4020.0,,
2025,3,Дорноговь,2510.0,2520.0,4030.0,,
2025,3,Дорнод,2510.0,2530.0,4030.0,,
2025,3,Дундговь,2510.0,2530.0,4010.0,,
2025,3,Завхан,2870.0,2890.0,4200.0,,
2025,3,Орхон,2470.0,2490.0,4040.0,,
2025,3,Өвөрхангай,2450.0,2470.0,4030.0,,
2025,3,Өмнөговь,2530.0,2550.0,3990.0,,
2025,3,Сүхбаатар,2530.0,2570.0,4070.0,,
2025,3,Сэлэнгэ,2480.0,2500.0,4030.0,,
2025,3,Төв,2470.0,2440.0,3980.0,,
2025,3,Увс,2880.0,2900.0,4200.0,,
2025,3,Улаанбаатар,2370.0,2390.0,,,
2025,3,Ховд,2800.0,2800.0,4200.0,,
2025,3,Хөвсгөл,2570.0,2590.0,4080.0,,
2025,3,Хэнтий,2500.0,2520.0,3970.0,,
2025,4,Архангай,2480.0,2530.0,4050.0,,
2025,4,Баян-Өлгий,2680.0,2800.0,4150.0,,
2025,4,Баянхонгор,2510.0,2520.0,4080.0,,
2025,4,Булган,2470.0,2470.0,4030.0,,
2025,4,Говь-Алтай,2780.0,2890.0,4200.0,,
2025,4,Говьсүмбэр,2460.0,2530.0,4010.0,,
2025,4,Дархан-Уул,2450.0,2500.0,4030.0,,
2025,4,Дорноговь,2510.0,2550.0,3990.0,,
2025,4,Дорнод,2510.0,2570.0,4070.0,,
2025,4,Дундговь,2510.0,2520.0,4030.0,,
2025,4,Завхан,2870.0,2900.0,4200.0,,
2025,4,Орхон,2470.0,2590.0,4080.0,,
2025,4,Өвөрхангай,2450.0,2490.0,4040.0,,
2025,4,Өмнөговь,2530.0,2499.0,4010.0,,
2025,4,Сүхбаатар,2530.0,2520.0,3970.0,,
2025,4,Сэлэнгэ,2480.0,2480.0,4010.0,,
2025,4,Төв,2470.0,2470.0,4020.0,,
2025,4,Увс,2880.0,2800.0,4200.0,,
2025,4,Улаанбаатар,2370.0,2390.0,,,
2025,4,Ховд,2800.0,2838.0,4200.0,,
2025,4,Хөвсгөл,2570.0,2517.0,4053.0,,
2025,4,Хэнтий,2500.0,2540.0,4023.0,,
2025,5,Архангай,2480.0,2530.0,4050.0,,
2025,5,Баян-Өлгий,2680.0,2800.0,4150.0,,
2025,5,Баянхонгор,2510.0,2520.0,4080.0,,
2025,5,Булган,2470.0,2470.0,4030.0,,
2025,5,Говь-Алтай,2780.0,2890.0,4200.0,,
2025,5,Говьсүмбэр,2460.0,2530.0,4010.0,,
2025,5,Дархан-Уул,2450.0,2500.0,4030.0,,
2025,5,Дорноговь,2510.0,2550.0,3990.0,,
2025,5,Дорнод,2510.0,2570.0,4070.0,,
2025,5,Дундговь,2510.0,2520.0,4030.0,,
2025,5,Завхан,2870.0,2900.0,4200.0,,
2025,5,Орхон,2470.0,2590.0,4080.0,,
2025,5,Өвөрхангай,2450.0,2490.0,4040.0,,
2025,5,Өмнөговь,2530.0,2499.0,4010.0,,
2025,5,Сүхбаатар,2530.0,2520.0,3970.0,,
2025,5,Сэлэнгэ,2480.0,2480.0,4010.0,,
2025,5,Төв,2470.0,2470.0,4020.0,,
2025,5,Увс,2880.0,2800.0,4200.0,,
2025,5,Улаанбаатар,2370.0,2390.0,,,
2025,5,Ховд,2800.0,2838.0,4200.0,,
2025,5,Хөвсгөл,2570.0,2517.0,4053.0,,
2025,5,Хэнтий,2500.0,2540.0,4023.0,,
2025,6,Архангай,2480.0,2530.0,4050.0,,
2025,6,Баян-Өлгий,2680.0,2800.0,4150.0,,
2025,6,Баянхонгор,2510.0,2520.0,4080.0,,
2025,6,Булган,2470.0,2470.0,4030.0,,
2025,6,Говь-Алтай,2780.0,2890.0,4200.0,,
2025,6,Говьсүмбэр,2460.0,2530.0,4010.0,,
2025,6,Дархан-Уул,2450.0,2500.0,4030.0,,
2025,6,Дорноговь,2510.0,2550.0,3990.0,,
2025,6,Дорнод,2510.0,2570.0,4070.0,,
2025,6,Дундговь,2510.0,2520.0,4030.0,,
2025,6,Завхан,2870.0,2900.0,4200.0,,
2025,6,Орхон,2470.0,2590.0,4080.0,,
2025,6,Өвөрхангай,2450.0,2490.0,4040.0,,
2025,6,Өмнөговь,2530.0,2499.0,4010.0,,
2025,6,Сүхбаатар,2530.0,2520.0,3970.0,,
2025,6,Сэлэнгэ,2480.0,2480.0,4010.0,,
2025,6,Төв,2470.0,2470.0,4020.0,,
2025,6,Увс,2880.0,2800.0,4200.0,,
2025,6,Улаанбаатар,2370.0,2390.0,,,
2025,6,Ховд,2800.0,2838.0,4200.0,,
2025,6,Хөвсгөл,2570.0,2517.0,4053.0,,
2025,6,Хэнтий,2500.0,2540.0,4023.0,,
2025,7,Архангай,2480.0,2530.0,4050.0,,
2025,7,Баян-Өлгий,2680.0,2800.0,4150.0,,
2025,7,Баянхонгор,2510.0,2520.0,4080.0,,
2025,7,Булган,2470.0,2470.0,4030.0,,
2025,7,Говь-Алтай,2780.0,2890.0,4200.0,,
2025,7,Говьсүмбэр,2460.0,2530.0,4010.0,,
2025,7,Дархан-Уул,2450.0,2500.0,4030.0,,
2025,7,Дорноговь,2510.0,2550.0,3990.0,,
2025,7,Дорнод,2510.0,2570.0,4070.0,,
2025,7,Дундговь,2510.0,2520.0,4030.0,,
2025,7,Завхан,2870.0,2900.0,4200.0,,
2025,7,Орхон,2470.0,2590.0,4080.0,,
2025,7,Өвөрхангай,2450.0,2490.0,4040.0,,
2025,7,Өмнөговь,2530.0,2499.0,4010.0,,
2025,7,Сүхбаатар,2530.0,2520.0,3970.0,,
2025,7,Сэлэнгэ,2480.0,2480.0,4010.0,,
2025,7,Төв,2470.0,2470.0,4020.0,,
2025,7,Увс,2880.0,2800.0,4200.0,,
2025,7,Улаанбаатар,2370.0,2390.0,,,
2025,7,Ховд,2800.0,2838.0,4200.0,,
2025,7,Хөвсгөл,2570.0,2517.0,4053.0,,
2025,7,Хэнтий,2500.0,2540.0,4023.0,,
2025,8,Архангай,2480.0,2500.0,4040.0,,
2025,8,Баян-Өлгий,2680.0,2800.0,4250.0,,
2025,8,Баянхонгор,2510.0,2530.0,4050.0,,
2025,8,Булган,2470.0,2520.0,4080.0,,
2025,8,Говь-Алтай,2780.0,2800.0,4150.0,,
2025,8,Говьсүмбэр,2460.0,2480.0,4010.0,,
2025,8,Дархан-Уул,2450.0,2470.0,4020.0,,
2025,8,Дорноговь,2510.0,2520.0,4030.0,,
2025,8,Дорнод,2510.0,2530.0,4030.0,,
2025,8,Дундговь,2510.0,2530.0,4010.0,,
2025,8,Завхан,2870.0,2890.0,4200.0,,
2025,8,Орхон,2470.0,2490.0,4040.0,,
2025,8,Өвөрхангай,2450.0,2470.0,4030.0,,
2025,8,Өмнөговь,2530.0,2550.0,3990.0,,
2025,8,Сүхбаатар,2530.0,2570.0,4070.0,,
2025,8,Сэлэнгэ,2480.0,2500.0,4030.0,,
2025,8,Төв,2470.0,2440.0,3980.0,,
2025,8,Увс,2880.0,2900.0,4200.0,,
2025,8,Улаанбаатар,2370.0,2390.0,,,
2025,8,Ховд,2800.0,2800.0,4200.0,,
2025,8,Хөвсгөл,2570.0,2590.0,4080.0,,
2025,8,Хэнтий,2500.0,2520.0,3970.0,,
2025,9,Архангай,2480.0,2500.0,4040.0,,
2025,9,Баян-Өлгий,2680.0,2800.0,4250.0,,
2025,9,Баянхонгор,2510.0,2530.0,4050.0,,
2025,9,Булган,2470.0,2520.0,4080.0,,
2025,9,Говь-Алтай,2780.0,2800.0,4150.0,,
2025,9,Говьсүмбэр,2460.0,2480.0,4010.0,,
2025,9,Дархан-Уул,2450.0,2470.0,4020.0,,
2025,9,Дорноговь,2510.0,2520.0,4030.0,,
2025,9,Дорнод,2510.0,2530.0,4030.0,,
2025,9,Дундговь,2510.0,2530.0,4010.0,,
2025,9,Завхан,2870.0,2890.0,4200.0,,
2025,9,Орхон,2470.0,2490.0,4040.0,,
2025,9,Өвөрхангай,2450.0,2470.0,4030.0,,
2025,9,Өмнөговь,2530.0,2550.0,3990.0,,
2025,9,Сүхбаатар,2530.0,2570.0,4070.0,,
2025,9,Сэлэнгэ,2480.0,2500.0,4030.0,,
2025,9,Төв,2470.0,2440.0,3980.0,,
2025,9,Увс,2880.0,2900.0,4200.0,,
2025,9,Улаанбаатар,2370.0,2390.0,,,
2025,9,Ховд,2800.0,2800.0,4200.0,,
2025,9,Хөвсгөл,2570.0,2590.0,4080.0,,
2025,9,Хэнтий,2500.0,2520.0,3970.0,,
2025,10,Архангай,2700.0,3080.0,3740.0,3060.0,3950.0
2025,10,Баян-Өлгий,3150.0,0.0,3950.0,3390.0,0.0
2025,10,Баянхонгор,2730.0,3110.0,3750.0,3190.0,3970.0
2025,10,Булган,2700.0,3100.0,3760.0,3030.0,3960.0
2025,10,Говь-Алтай,3000.0,0.0,3850.0,3390.0,4200.0
2025,10,Говьсүмбэр,2680.0,3060.0,3720.0,3000.0,3950.0
2025,10,Дархан-Уул,2670.0,3050.0,3720.0,3000.0,3950.0
2025,10,Дорноговь,2720.0,3100.0,3730.0,3070.0,3800.0
2025,10,Дорнод,2730.0,3140.0,3730.0,3030.0,3880.0
2025,10,Дундговь,2730.0,0.0,3710.0,3050.0,0.0
2025,10,Завхан,3090.0,3470.0,3900.0,3490.0,4300.0
2025,10,Орхон,2690.0,3070.0,3740.0,3100.0,3950.0
2025,10,Өвөрхангай,2730.0,3050.0,3730.0,3110.0,3950.0
2025,10,Өмнөговь,2750.0,3130.0,3690.0,3080.0,3970.0
2025,10,Сүхбаатар,2770.0,,3770.0,3150.0,4090.0
2025,10,Сэлэнгэ,2700.0,3080.0,3730.0,3030.0,3950.0
2025,10,Төв,2700.0,3080.0,3700.0,2990.0,3890.0
2025,10,Увс,3100.0,0.0,3900.0,3400.0,4100.0
2025,10,Улаанбаатар,2590.0,2720.0,3510.0,2940.0,3790.0
2025,10,Ховд,3150.0,0.0,3900.0,3390.0,4200.0
2025,10,Хөвсгөл,2790.0,3170.0,3680.0,3060.0,4010.0
2025,10,Хэнтий,2720.0,3130.0,3770.0,3050.0,4000.0
2025,11,Архангай,2700.0,3080.0,3740.0,3360.0,3950.0
2025,11,Баян-Өлгий,3350.0,,3950.0,3610.0,
2025,11,Баянхонгор,2730.0,3110.0,3750.0,3490.0,3970.0
2025,11,Булган,2700.0,3100.0,3760.0,3330.0,3960.0
2025,11,Говь-Алтай,3000.0,,3850.0,3760.0,4200.0
2025,11,Говьсүмбэр,2680.0,3060.0,3720.0,3300.0,3950.0
2025,11,Дархан-Уул,2670.0,3050.0,3720.0,3300.0,3950.0
2025,11,Дорноговь,2720.0,3100.0,3730.0,3370.0,3800.0
2025,11,Дорнод,2730.0,3140.0,3730.0,3400.0,3880.0
2025,11,Дундговь,2730.0,,3710.0,3350.0,
2025,11,Завхан,3090.0,3470.0,3900.0,3860.0,4300.0
2025,11,Орхон,2690.0,3070.0,3740.0,3300.0,3950.0
2025,11,Өвөрхангай,2730.0,3050.0,3730.0,3390.0,3950.0
2025,11,Өмнөговь,2750.0,3130.0,3690.0,3350.0,3970.0
2025,11,Сүхбаатар,2770.0,,3770.0,3520.0,4090.0
2025,11,Сэлэнгэ,2740.0,3080.0,3740.0,3300.0,3950.0
2025,11,Төв,2700.0,3080.0,3700.0,3350.0,3890.0
2025,11,Увс,3100.0,,3900.0,3770.0,4100.0
2025,11,Улаанбаатар,2590.0,2990.0,3510.0,3040.0,3790.0
2025,11,Ховд,3150.0,,3900.0,3760.0,4200.0
2025,11,Хөвсгөл,2790.0,3170.0,3680.0,3360.0,4010.0
2025,11,Хэнтий,2720.0,3130.0,3770.0,3350.0,4000.0
2025,12,Архангай,2700.0,3080.0,3740.0,3560.0,4150.0
2025,12,Баян-Өлгий,3350.0,,3950.0,3960.0,
2025,12,Баянхонгор,2730.0,3110.0,3750.0,3690.0,4200.0
2025,12,Булган,2720.0,3100.0,3760.0,3530.0,4160.0
2025,12,Говь-Алтай,3000.0,,3850.0,4110.0,4400.0
2025,12,Говьсүмбэр,2680.0,3060.0,3720.0,3500.0,4150.0
2025,12,Дархан-Уул,2670.0,3050.0,3720.0,3500.0,4100.0
2025,12,Дорноговь,2720.0,3100.0,3730.0,3570.0,4000.0
2025,12,Дорнод,2730.0,3140.0,3730.0,3600.0,4080.0
2025,12,Дундговь,2730.0,,3710.0,3550.0,
2025,12,Завхан,3290.0,3470.0,3900.0,4210.0,4340.0
2025,12,Орхон,2690.0,3070.0,3740.0,3500.0,4150.0
2025,12,Өвөрхангай,2730.0,3050.0,3730.0,3590.0,4150.0
2025,12,Өмнөговь,2750.0,3130.0,3690.0,3550.0,4170.0
2025,12,Сүхбаатар,2770.0,,3770.0,3720.0,4290.0
2025,12,Сэлэнгэ,2740.0,3080.0,3740.0,3530.0,4130.0
2025,12,Төв,2700.0,3080.0,3700.0,3550.0,4080.0
2025,12,Увс,3300.0,,3900.0,4120.0,4300.0
2025,12,Улаанбаатар,2590.0,2990.0,3743.0,3595.0,4163.0
2025,12,Ховд,3350.0,,3900.0,4110.0,4400.0
2025,12,Хөвсгөл,2790.0,3170.0,3680.0,3560.0,4210.0
2025,12,Хэнтий,2720.0,3130.0,3770.0,3550.0,4200.0
2026,1,Архангай,2700.0,3180.0,3740.0,3560.0,4150.0
2026,1,Баян-Өлгий,3350.0,,3950.0,3960.0,
2026,1,Баянхонгор,2730.0,3210.0,3750.0,3690.0,4200.0
2026,1,Булган,2720.0,3200.0,3760.0,3530.0,4160.0
2026,1,Говь-Алтай,3200.0,,3850.0,4110.0,4400.0
2026,1,Говьсүмбэр,2680.0,3260.0,3720.0,3500.0,4150.0
2026,1,Дархан-Уул,2670.0,3150.0,3720.0,3500.0,4100.0
2026,1,Дорноговь,2720.0,3130.0,3730.0,3570.0,4000.0
2026,1,Дорнод,2730.0,3240.0,3730.0,3600.0,4080.0
2026,1,Дундговь,2730.0,,3710.0,3550.0,
2026,1,Завхан,3290.0,3570.0,3900.0,4210.0,4340.0
2026,1,Орхон,2690.0,3170.0,3740.0,3500.0,4150.0
2026,1,Өвөрхангай,2730.0,3150.0,3730.0,3590.0,4150.0
2026,1,Өмнөговь,2750.0,3230.0,3690.0,3550.0,4170.0
2026,1,Сүхбаатар,2770.0,,3770.0,3720.0,4290.0
2026,1,Сэлэнгэ,2740.0,3270.0,3740.0,3530.0,4130.0
2026,1,Төв,2700.0,3180.0,3700.0,3550.0,4080.0
2026,1,Увс,3300.0,,3900.0,4120.0,4300.0
2026,1,Улаанбаатар,2590.0,2990.0,3743.0,3595.0,4163.0
2026,1,Ховд,3350.0,,3900.0,4110.0,4400.0
2026,1,Хөвсгөл,2790.0,3270.0,3680.0,3560.0,4210.0
2026,1,Хэнтий,2720.0,3230.0,3770.0,3550.0,4200.0
2026,2,Архангай,2700.0,3180.0,3740.0,3360.0,
2026,2,Баян-Өлгий,3250.0,,3950.0,3560.0,
2026,2,Баянхонгор,2730.0,3210.0,3750.0,3490.0,
2026,2,Булган,2720.0,3200.0,3760.0,3330.0,
2026,2,Говь-Алтай,3200.0,,3850.0,3710.0,
2026,2,Говьсүмбэр,2680.0,3260.0,3610.0,3300.0,
2026,2,Дархан-Уул,2670.0,3150.0,3720.0,3300.0,
2026,2,Дорноговь,2720.0,3260.0,3730.0,3370.0,
2026,2,Дорнод,2730.0,3240.0,3730.0,3400.0,
2026,2,Дундговь,2730.0,,3710.0,3350.0,
2026,2,Завхан,3290.0,3570.0,3900.0,3810.0,
2026,2,Орхон,2690.0,3170.0,3740.0,3300.0,
2026,2,Өвөрхангай,2730.0,3150.0,3730.0,3390.0,
2026,2,Өмнөговь,2750.0,3230.0,3690.0,3350.0,
2026,2,Сүхбаатар,2770.0,,3770.0,3520.0,
2026,2,Сэлэнгэ,2740.0,3270.0,3740.0,3330.0,
2026,2,Төв,2700.0,3180.0,3700.0,3350.0,
2026,2,Увс,3300.0,,3900.0,3720.0,
2026,2,Улаанбаатар,2590.0,2690.0,3610.0,3140.0,
2026,2,Ховд,3350.0,,3900.0,3910.0,
2026,2,Хөвсгөл,2790.0,3270.0,3680.0,3360.0,
2026,2,Хэнтий,2720.0,3230.0,3770.0,3350.0,
2026,3,Архангай,2700.0,3180.0,3940.0,3760.0,4150.0
2026,3,Баян-Өлгий,3250.0,,4150.0,3910.0,
2026,3,Баянхонгор,2730.0,3210.0,3950.0,3890.0,4170.0
2026,3,Булган,2720.0,3210.0,3960.0,3730.0,4160.0
2026,3,Говь-Алтай,3200.0,,4050.0,4060.0,4400.0
2026,3,Говьсүмбэр,2680.0,3260.0,3810.0,3700.0,4100.0
2026,3,Дархан-Уул,2670.0,3150.0,3920.0,3700.0,4100.0
2026,3,Дорноговь,2720.0,3260.0,3930.0,3850.0,4100.0
2026,3,Дорнод,2730.0,3240.0,3930.0,3800.0,4080.0
2026,3,Дундговь,2730.0,,3910.0,3750.0,
2026,3,Завхан,3190.0,3570.0,4100.0,4160.0,4340.0
2026,3,Орхон,2690.0,3170.0,3940.0,3700.0,4150.0
2026,3,Өвөрхангай,2730.0,3150.0,3930.0,3810.0,4150.0
2026,3,Өмнөговь,2750.0,3230.0,3890.0,3750.0,4170.0
2026,3,Сүхбаатар,2770.0,,3970.0,3920.0,4290.0
2026,3,Сэлэнгэ,2740.0,3270.0,3940.0,3730.0,4130.0
2026,3,Төв,2700.0,3180.0,3900.0,3750.0,4080.0
2026,3,Увс,3200.0,,4100.0,4070.0,4300.0
2026,3,Улаанбаатар,2590.0,2690.0,3610.0,3140.0,3790.0
2026,3,Ховд,3350.0,,4100.0,4260.0,4400.0
2026,3,Хөвсгөл,2790.0,3270.0,3880.0,3760.0,4210.0
2026,3,Хэнтий,2720.0,3230.0,3890.0,3750.0,4200.0
2026,4,Архангай,2700.0,3180.0,4240.0,4670.0,5170.0
2026,4,Баян-Өлгий,3150.0,,4450.0,4600.0,
2026,4,Баянхонгор,2730.0,3210.0,4250.0,4740.0,5240.0
2026,4,Булган,2720.0,3200.0,4260.0,4680.0,4780.0
2026,4,Говь-Алтай,3000.0,,4350.0,4800.0,4960.0
2026,4,Говьсүмбэр,2680.0,3260.0,4110.0,4650.0,5000.0
2026,4,Дархан-Уул,2670.0,3150.0,4220.0,4650.0,5150.0
2026,4,Дорноговь,2720.0,3260.0,4230.0,4720.0,5220.0
2026,4,Дорнод,2730.0,3240.0,4230.0,3800.0,4080.0
2026,4,Дундговь,2730.0,,4210.0,4700.0,
2026,4,Завхан,3000.0,3570.0,4400.0,4950.0,5030.0
2026,4,Орхон,2690.0,3170.0,4240.0,4650.0,4750.0
2026,4,Өвөрхангай,2730.0,3150.0,4230.0,4660.0,5160.0
2026,4,Өмнөговь,2750.0,3230.0,4190.0,4700.0,5050.0
2026,4,Сүхбаатар,2770.0,,4270.0,3920.0,4290.0
2026,4,Сэлэнгэ,2740.0,3270.0,4240.0,4680.0,5180.0
2026,4,Төв,2700.0,3180.0,0.0,4620.0,
2026,4,Увс,3100.0,,4400.0,4850.0,5270.0
2026,4,Улаанбаатар,2590.0,2690.0,3610.0,3140.0,3790.0
2026,4,Ховд,3150.0,,4400.0,4700.0,5160.0
2026,4,Хөвсгөл,2790.0,3270.0,4180.0,4670.0,4720.0
2026,4,Хэнтий,2720.0,3230.0,4190.0,3750.0,4200.0
2026,5,Архангай,2700.0,3270.0,4240.0,4570.0,5170.0
2026,5,Баян-Өлгий,3150.0,,4450.0,4600.0,
2026,5,Баянхонгор,2730.0,3210.0,4250.0,4640.0,5240.0
2026,5,Булган,2720.0,3200.0,4260.0,4580.0,5180.0
2026,5,Говь-Алтай,3000.0,,4350.0,4800.0,5410.0
2026,5,Говьсүмбэр,2680.0,3260.0,4110.0,4650.0,5000.0
2026,5,Дархан-Уул,2670.0,3150.0,4220.0,4550.0,5150.0
2026,5,Дорноговь,2720.0,3260.0,4230.0,4720.0,5220.0
2026,5,Дорнод,2730.0,3240.0,4230.0,4650.0,5150.0
2026,5,Дундговь,2730.0,,4210.0,4700.0,
2026,5,Завхан,3000.0,3570.0,4400.0,4950.0,5030.0
2026,5,Орхон,2690.0,3170.0,4240.0,4550.0,5150.0
2026,5,Өвөрхангай,2730.0,3150.0,4230.0,4660.0,5160.0
2026,5,Өмнөговь,2750.0,3230.0,4190.0,4700.0,5050.0
2026,5,Сүхбаатар,2770.0,,4270.0,4770.0,5270.0
2026,5,Сэлэнгэ,2740.0,3270.0,4240.0,4580.0,5180.0
2026,5,Төв,2700.0,3180.0,0.0,4520.0,
2026,5,Увс,3100.0,,4400.0,4850.0,5270.0
2026,5,Улаанбаатар,2590.0,2690.0,3610.0,3140.0,3790.0
2026,5,Ховд,3100.0,,4400.0,4700.0,5160.0
2026,5,Хөвсгөл,2790.0,3270.0,4180.0,4670.0,4720.0
2026,5,Хэнтий,2720.0,3230.0,4190.0,4700.0,5200.0
2026,6,Архангай,2700.0,3180.0,4240.0,4570.0,5170.0
2026,6,Баян-Өлгий,3150.0,,4450.0,4600.0,
2026,6,Баянхонгор,2730.0,3210.0,4250.0,4640.0,5240.0
2026,6,Булган,2720.0,3200.0,4260.0,4580.0,5180.0
2026,6,Говь-Алтай,3000.0,,4350.0,4800.0,5410.0
2026,6,Говьсүмбэр,2680.0,3260.0,4110.0,4550.0,5000.0
2026,6,Дархан-Уул,2670.0,3150.0,4220.0,4550.0,5150.0
2026,6,Дорноговь,2720.0,3260.0,4230.0,4700.0,5220.0
2026,6,Дорнод,2730.0,3240.0,4230.0,4550.0,5150.0
2026,6,Дундговь,2730.0,,4210.0,4600.0,
2026,6,Завхан,3000.0,3570.0,4400.0,4950.0,5030.0
2026,6,Орхон,2690.0,3170.0,4240.0,4550.0,5150.0
2026,6,Өвөрхангай,2730.0,3150.0,4230.0,4560.0,5160.0
2026,6,Өмнөговь,2750.0,3230.0,4190.0,4600.0,5050.0
2026,6,Сүхбаатар,2770.0,,4270.0,4670.0,5270.0
2026,6,Сэлэнгэ,2740.0,3270.0,4240.0,4580.0,5180.0
2026,6,Төв,2700.0,3180.0,0.0,4520.0,
2026,6,Увс,3100.0,,4400.0,4850.0,5270.0
2026,6,Улаанбаатар,2590.0,2690.0,4110.0,4340.0,4940.0
2026,6,Ховд,3100.0,,4400.0,4700.0,5160.0
2026,6,Хөвсгөл,2790.0,3270.0,4180.0,4570.0,4720.0
2026,6,Хэнтий,2720.0,3230.0,4190.0,4600.0,5200.0
2026,7,Архангай,3025.0,3570.0,4240.0,4440.0,4980.0
2026,7,Баян-Өлгий,3430.0,,4450.0,4450.0,
2026,7,Баянхонгор,3045.0,3510.0,4250.0,4490.0,5290.0
2026,7,Булган,2970.0,3500.0,4260.0,4410.0,5190.0
2026,7,Говь-Алтай,3245.0,3745.0,4350.0,4650.0,5300.0
2026,7,Говьсүмбэр,2930.0,3560.0,4110.0,4590.0,5000.0
2026,7,Дархан-Уул,2920.0,3450.0,4890.0,4500.0,5150.0
2026,7,Дорноговь,3030.0,3430.0,4230.0,4600.0,5220.0
2026,7,Дорнод,2990.0,3540.0,4230.0,4400.0,5150.0
2026,7,Дундговь,3040.0,3430.0,4210.0,4610.0,
2026,7,Завхан,3300.0,4030.0,4400.0,4600.0,5000.0
2026,7,Орхон,2940.0,3470.0,4240.0,4400.0,5150.0
2026,7,Өвөрхангай,2980.0,3450.0,4230.0,4390.0,5160.0
2026,7,Өмнөговь,3010.0,3530.0,4190.0,4450.0,5350.0
2026,7,Сүхбаатар,3130.0,3560.0,4270.0,4450.0,5270.0
2026,7,Сэлэнгэ,3045.0,3570.0,4240.0,4560.0,5180.0
2026,7,Төв,2950.0,3500.0,0.0,4340.0,4950.0
2026,7,Увс,3560.0,,4400.0,4700.0,5270.0
2026,7,Улаанбаатар,2590.0,2690.0,4110.0,4340.0,4940.0
2026,7,Ховд,3350.0,,4400.0,4550.0,5160.0
2026,7,Хөвсгөл,3195.0,3630.0,4180.0,4480.0,4720.0
2026,7,Хэнтий,3000.0,3500.0,4190.0,4430.0,5200.0
